Restaurant_Name,City,Cuisine,Rating,Votes,Cost_For_Two,Review,Date,Month,Year,Sentiment_Label,VADER_Compound_Score,Reviewer_Name,Dining_Type,Has_Online_Delivery,Has_Table_Booking,Review_Length,Word_Count
Bohemian,Pune,Chinese,2.9,165,500,Moderate experience overall. Some dishes were good while others were just average.,2022-04-23,April,2022,Neutral,0.2689,User_8225,Delivery,No,Yes,82,12
Indian Accent,Hyderabad,Mughlai,4.9,4259,400,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2022-03-05,March,2022,Positive,0.911,User_4397,Takeaway,No,No,85,14
Bohemian,Pune,Fast Food,3.7,3976,600,Average restaurant overall. Food is decent but presentation could be much better.,2022-12-29,December,2022,Neutral,-0.0946,User_4150,Dine-in,No,No,81,12
Farzi Cafe,Chennai,Continental,2.3,2250,1500,Pathetic quality control. The food was terrible and caused stomach issues afterwards.,2022-12-24,December,2022,Negative,-0.7781,User_5715,Dine-in,No,No,85,12
Rajdhani,Bangalore,Continental,3.9,3934,600,The butter chicken here is legendary. Cannot stop thinking about it even now.,2023-11-03,November,2023,Positive,0.9468,User_4505,Dine-in,No,No,77,13
Pizza Hut,Mumbai,Mexican,1.5,1917,500,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-06-28,June,2023,Negative,-0.5311,User_1860,Dine-in,No,No,78,14
Arsalan,Mumbai,Chinese,5.0,3921,1200,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-10-31,October,2023,Positive,0.4106,User_4267,Delivery,No,No,73,10
Barbeque Nation,Mumbai,Mexican,4.7,1450,1000,The butter chicken here is legendary. Cannot stop thinking about it even now.,2022-06-29,June,2022,Positive,0.9557,User_1595,Delivery,No,Yes,77,13
Pind Balluchi,Delhi,North Indian,3.9,4460,1200,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2022-10-19,October,2022,Positive,0.9881,User_9590,Delivery,Yes,No,85,14
Yauatcha,Hyderabad,South Indian,4.4,2771,200,The butter chicken here is legendary. Cannot stop thinking about it even now.,2022-07-10,July,2022,Positive,0.4801,User_5833,Takeaway,Yes,Yes,77,13
Oudh 1590,Pune,Mughlai,4.3,2660,1200,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2022-05-24,May,2022,Positive,0.3668,User_5064,Dine-in,No,No,85,13
Smoke House Deli,Ahmedabad,Continental,3.4,1945,800,Okay for a quick meal but probably not my first choice for a special occasion.,2022-09-25,September,2022,Neutral,0.0437,User_2017,Takeaway,Yes,No,78,15
Punjab Grill,Bangalore,Mughlai,2.5,3020,600,Pathetic quality control. The food was terrible and caused stomach issues afterwards.,2023-10-17,October,2023,Negative,-0.5168,User_4618,Dine-in,Yes,No,85,12
Subway,Ahmedabad,Mexican,4.5,2037,500,The butter chicken here is legendary. Cannot stop thinking about it even now.,2023-07-05,July,2023,Positive,0.6296,User_2341,Takeaway,No,No,77,13
Haldirams,Mumbai,North Indian,3.1,4272,800,Not bad but not great either. Service was slow but the staff was polite throughout.,2022-06-18,June,2022,Neutral,0.022,User_8239,Dine-in,Yes,No,83,15
Dominos Pizza,Ahmedabad,North Indian,4.3,2534,1200,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-07-27,July,2023,Positive,0.6947,User_1356,Delivery,No,Yes,73,10
Social,Mumbai,North Indian,3.9,269,1200,The butter chicken here is legendary. Cannot stop thinking about it even now.,2022-03-12,March,2022,Positive,0.9959,User_5703,Delivery,Yes,Yes,77,13
Indian Accent,Kolkata,Mughlai,4.9,1099,1500,Great place for family dining. Kids loved the food and staff was very accommodating.,2023-12-01,December,2023,Positive,0.563,User_6697,Dine-in,Yes,No,84,14
Bohemian,Bangalore,Italian,3.8,4367,1000,Decent place with average food. Nothing extraordinary but nothing terrible either.,2023-07-12,July,2023,Neutral,-0.0222,User_7214,Dine-in,Yes,No,82,11
Rajdhani,Bangalore,Continental,4.7,138,1000,Great place for family dining. Kids loved the food and staff was very accommodating.,2023-11-08,November,2023,Positive,0.379,User_4943,Dine-in,Yes,Yes,84,14
Nizam,Delhi,Bengali,2.7,3605,1000,Pathetic quality control. The food was terrible and caused stomach issues afterwards.,2022-02-15,February,2022,Negative,-0.8287,User_4839,Takeaway,Yes,Yes,85,12
Pizza Hut,Chennai,Italian,3.2,1950,800,Visited twice and both times it was a mixed bag experience. Inconsistent quality.,2023-11-20,November,2023,Neutral,0.0588,User_5944,Dine-in,Yes,No,81,13
Punjab Grill,Chennai,North Indian,2.7,4563,1000,The biryani was bland and overpriced. Expected much better quality from this place.,2023-10-04,October,2023,Negative,-0.3619,User_9120,Dine-in,No,No,83,13
Bohemian,Kolkata,Mughlai,4.3,1856,500,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-04-30,April,2023,Positive,0.8281,User_5927,Takeaway,Yes,No,87,13
Barbeque Nation,Pune,Mughlai,1.7,3694,300,Overpriced for mediocre food quality. Definitely not worth it at all.,2022-12-05,December,2022,Negative,-0.8215,User_7079,Dine-in,Yes,Yes,69,11
Yauatcha,Pune,Mexican,1.4,1787,1500,Very disappointing. The food tasted stale and the place looked dirty and unkempt.,2023-11-19,November,2023,Negative,-0.4668,User_8854,Dine-in,No,No,81,13
Biryani Blues,Hyderabad,Italian,3.6,1685,2000,Good location but the food is just okay. Service was average and took some time.,2022-09-06,September,2022,Neutral,0.1526,User_7498,Dine-in,No,No,80,15
Moti Mahal,Ahmedabad,Thai,1.5,817,1200,Food was not at all what was shown in the menu photos. Very deceiving experience.,2023-05-25,May,2023,Negative,-0.641,User_8692,Delivery,Yes,No,81,15
Saravana Bhavan,Pune,North Indian,2.4,4754,2000,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-07-21,July,2023,Negative,-0.9886,User_7841,Delivery,Yes,Yes,78,14
Udupi Palace,Hyderabad,Mughlai,1.9,2118,800,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-12-03,December,2023,Negative,-0.5418,User_9005,Takeaway,No,No,78,14
Burger King,Kolkata,Chinese,4.4,4302,200,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-07-10,July,2023,Positive,0.9418,User_1554,Dine-in,Yes,Yes,73,10
Indian Accent,Bangalore,Italian,3.8,3968,200,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2023-01-18,January,2023,Positive,0.654,User_8993,Dine-in,Yes,No,75,11
Biryani Blues,Delhi,Thai,2.9,1478,1000,Average food at best but way too expensive for what you get. Not worth visiting.,2023-12-16,December,2023,Negative,-0.988,User_2753,Dine-in,Yes,Yes,80,15
The Irish House,Chennai,Fast Food,3.9,2002,2000,The portions are generous and the taste is authentic. Great value for money indeed.,2023-04-16,April,2023,Positive,0.9715,User_4700,Delivery,Yes,Yes,83,14
Dominos Pizza,Pune,Mughlai,3.9,4104,300,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2022-06-25,June,2022,Positive,0.3066,User_8109,Takeaway,No,Yes,84,15
Bohemian,Delhi,Italian,4.6,619,200,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2022-10-05,October,2022,Positive,0.6967,User_5593,Takeaway,Yes,Yes,82,12
Saravana Bhavan,Delhi,Italian,2.6,4629,400,Pathetic quality control. The food was terrible and caused stomach issues afterwards.,2022-11-03,November,2022,Negative,-0.3498,User_4939,Takeaway,No,No,85,12
Moti Mahal,Bangalore,South Indian,3.9,4967,800,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-03-19,March,2022,Positive,0.606,User_7499,Delivery,Yes,No,82,12
Mocambo,Ahmedabad,Italian,4.3,712,1000,The portions are generous and the taste is authentic. Great value for money indeed.,2023-11-08,November,2023,Positive,0.7758,User_5839,Dine-in,Yes,Yes,83,14
Yauatcha,Bangalore,Mughlai,1.3,759,300,Very bad experience overall. The manager was unapologetic about the long wait time.,2023-01-05,January,2023,Negative,-0.7273,User_1085,Delivery,No,No,83,13
Yauatcha,Mumbai,Chinese,4.3,225,300,The portions are generous and the taste is authentic. Great value for money indeed.,2023-02-22,February,2023,Positive,0.6883,User_2468,Delivery,Yes,No,83,14
Moti Mahal,Delhi,Continental,3.9,4278,2000,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-09-06,September,2022,Positive,0.9308,User_3778,Takeaway,No,Yes,84,11
Pizza Hut,Chennai,Continental,3.9,3976,600,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2023-03-08,March,2023,Positive,0.6043,User_2260,Delivery,No,Yes,75,11
Aminia,Hyderabad,Bengali,3.8,2709,1000,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-09-28,September,2023,Positive,0.577,User_8212,Delivery,No,Yes,87,13
Punjab Grill,Kolkata,Mexican,3.3,2397,800,Moderate experience overall. Some dishes were good while others were just average.,2023-02-12,February,2023,Neutral,-0.1934,User_9044,Takeaway,Yes,No,82,12
Moti Mahal,Chennai,Mughlai,4.5,4516,400,Great place for family dining. Kids loved the food and staff was very accommodating.,2023-07-13,July,2023,Positive,0.7146,User_1440,Takeaway,No,Yes,84,14
Mocambo,Chennai,South Indian,3.5,2079,500,Visited during lunch. The thali was alright but nothing particularly special.,2022-11-07,November,2022,Neutral,-0.2165,User_3525,Takeaway,No,No,77,11
Haldirams,Ahmedabad,Mexican,4.4,4463,1000,The portions are generous and the taste is authentic. Great value for money indeed.,2023-12-10,December,2023,Positive,0.9464,User_1602,Delivery,Yes,Yes,83,14
Smoke House Deli,Kolkata,Chinese,2.1,2726,1000,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2023-10-25,October,2023,Negative,-0.5485,User_8052,Dine-in,Yes,Yes,82,14
Mamagoto,Hyderabad,Thai,2.1,3214,800,Average food at best but way too expensive for what you get. Not worth visiting.,2023-04-02,April,2023,Negative,-0.5973,User_8586,Takeaway,Yes,No,80,15
The Great Kabab Factory,Ahmedabad,South Indian,5.0,2565,800,Great place for family dining. Kids loved the food and staff was very accommodating.,2022-05-26,May,2022,Positive,0.3812,User_6620,Delivery,Yes,No,84,14
Rajdhani,Ahmedabad,South Indian,4.3,195,300,The butter chicken here is legendary. Cannot stop thinking about it even now.,2022-02-15,February,2022,Positive,0.347,User_6620,Takeaway,Yes,Yes,77,13
Smoke House Deli,Bangalore,Thai,4.3,1536,400,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-02-19,February,2023,Positive,0.6234,User_8080,Delivery,Yes,Yes,73,10
Mocambo,Pune,Mughlai,4.0,843,2000,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2022-03-06,March,2022,Positive,0.8266,User_9796,Dine-in,No,No,88,13
The Irish House,Ahmedabad,South Indian,4.4,3193,2000,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2022-11-17,November,2022,Positive,0.9761,User_7431,Takeaway,Yes,No,82,12
Rajdhani,Ahmedabad,Mexican,4.6,704,2000,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2023-09-22,September,2023,Positive,0.5082,User_3194,Delivery,Yes,Yes,80,11
Punjab Grill,Mumbai,Chinese,4.4,3153,2000,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-05-22,May,2022,Positive,0.5928,User_7931,Dine-in,No,Yes,75,11
Trincas,Bangalore,Bengali,4.2,88,800,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-02-24,February,2022,Positive,0.6157,User_8939,Dine-in,Yes,No,75,11
Trincas,Ahmedabad,Mughlai,2.3,4641,300,Extremely slow service. The food arrived cold and without proper presentation at all.,2022-06-21,June,2022,Negative,-0.6893,User_1505,Dine-in,No,Yes,85,13
Yauatcha,Hyderabad,Thai,4.3,4194,1500,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-05-23,May,2023,Positive,0.8198,User_2854,Takeaway,Yes,No,84,11
Flurys,Kolkata,Thai,3.6,848,1000,Decent place with average food. Nothing extraordinary but nothing terrible either.,2022-08-12,August,2022,Neutral,-0.0352,User_5055,Delivery,Yes,No,82,11
Mamagoto,Kolkata,South Indian,4.7,3517,800,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2023-08-26,August,2023,Positive,0.4659,User_3719,Takeaway,Yes,Yes,85,13
Social,Delhi,Mexican,4.5,2380,600,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-12-22,December,2023,Positive,0.4179,User_5380,Takeaway,Yes,Yes,87,13
Indian Accent,Delhi,Continental,3.5,2037,800,The ambiance is nice but food quality could be improved considerably.,2022-05-30,May,2022,Neutral,-0.2204,User_7434,Delivery,Yes,No,69,11
Indian Accent,Pune,Bengali,4.9,3033,600,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-06-12,June,2023,Positive,0.3652,User_8449,Delivery,No,Yes,84,11
Dominos Pizza,Ahmedabad,Fast Food,3.3,2209,1200,Not bad but not great either. Service was slow but the staff was polite throughout.,2022-08-05,August,2022,Neutral,0.2809,User_6289,Delivery,No,Yes,83,15
6 Ballygunge Place,Ahmedabad,Fast Food,2.9,1027,200,Decent place with average food. Nothing extraordinary but nothing terrible either.,2023-04-16,April,2023,Neutral,0.0757,User_3588,Delivery,No,Yes,82,11
Peter Cat,Hyderabad,Chinese,3.0,2962,300,Okay for a quick meal but probably not my first choice for a special occasion.,2022-10-08,October,2022,Neutral,0.2596,User_5102,Dine-in,No,Yes,78,15
Barbeque Nation,Pune,Continental,1.8,1758,200,The staff was rude and unhelpful. Will never visit again and do not recommend.,2022-04-08,April,2022,Negative,-0.9362,User_8812,Dine-in,Yes,Yes,78,14
Bohemian,Ahmedabad,North Indian,4.8,3923,400,Incredible flavors! This is my go-to place for celebrations and special occasions.,2023-03-09,March,2023,Positive,0.9917,User_2160,Dine-in,No,Yes,82,12
McDonald's,Mumbai,Fast Food,4.0,570,400,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2022-05-17,May,2022,Positive,0.8414,User_9691,Takeaway,Yes,Yes,87,13
Mocambo,Kolkata,Italian,2.7,720,500,Overpriced for mediocre food quality. Definitely not worth it at all.,2023-03-30,March,2023,Negative,-0.5687,User_2646,Dine-in,Yes,No,69,11
Rajdhani,Pune,Fast Food,1.5,4925,2000,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-07-21,July,2023,Negative,-0.941,User_5668,Takeaway,Yes,No,78,14
Social,Hyderabad,Mughlai,4.7,3171,1200,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-09-03,September,2022,Positive,0.8556,User_2847,Dine-in,No,Yes,82,13
Bohemian,Delhi,Fast Food,3.2,4485,800,The ambiance is nice but food quality could be improved considerably.,2023-03-07,March,2023,Neutral,0.2034,User_3830,Delivery,Yes,Yes,69,11
Zara,Mumbai,North Indian,4.9,2356,1500,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2023-02-12,February,2023,Positive,0.9641,User_9209,Delivery,No,No,82,13
Dominos Pizza,Bangalore,Continental,4.4,2686,1500,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2022-06-09,June,2022,Positive,0.4422,User_7401,Takeaway,Yes,No,85,13
Peter Cat,Hyderabad,North Indian,4.3,2543,200,Great place for family dining. Kids loved the food and staff was very accommodating.,2023-09-16,September,2023,Positive,0.6174,User_3877,Dine-in,Yes,Yes,84,14
Biryani Blues,Bangalore,Bengali,3.4,3056,400,Not bad but not great either. Service was slow but the staff was polite throughout.,2022-09-23,September,2022,Neutral,0.1935,User_3079,Takeaway,No,Yes,83,15
The Great Kabab Factory,Kolkata,Mughlai,4.1,4074,300,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2023-10-05,October,2023,Positive,0.9825,User_8457,Takeaway,No,Yes,85,13
Aminia,Bangalore,Fast Food,3.9,4178,500,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-04-29,April,2022,Positive,0.7017,User_1042,Dine-in,Yes,Yes,84,11
Mainland China,Ahmedabad,Fast Food,4.0,3445,1500,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-02-06,February,2022,Positive,0.9722,User_4678,Delivery,Yes,No,75,11
Saravana Bhavan,Chennai,South Indian,2.0,4235,500,Very disappointing. The food tasted stale and the place looked dirty and unkempt.,2022-07-03,July,2022,Negative,-0.3686,User_1752,Delivery,Yes,No,81,13
Pind Balluchi,Chennai,Fast Food,3.8,1997,600,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2023-08-01,August,2023,Positive,0.4405,User_8600,Delivery,No,Yes,84,15
Flurys,Hyderabad,Chinese,3.8,2754,200,The portions are generous and the taste is authentic. Great value for money indeed.,2023-10-14,October,2023,Positive,0.6791,User_1023,Takeaway,No,No,83,14
McDonald's,Hyderabad,Thai,3.3,772,600,Visited during lunch. The thali was alright but nothing particularly special.,2022-05-26,May,2022,Neutral,-0.2641,User_1719,Dine-in,No,No,77,11
Oh! Calcutta,Mumbai,Mexican,4.6,520,2000,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2023-08-30,August,2023,Positive,0.576,User_8126,Takeaway,Yes,Yes,75,11
Pind Balluchi,Chennai,Fast Food,3.5,2237,1200,Visited during lunch. The thali was alright but nothing particularly special.,2022-11-22,November,2022,Neutral,0.1412,User_4827,Dine-in,Yes,Yes,77,11
Zara,Mumbai,Chinese,4.4,1710,800,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2023-07-03,July,2023,Positive,0.5846,User_8404,Delivery,No,No,84,15
